1.00000000	100.00000000	0.00350000	0.34375000	1	3.65000000
1.00000000	100.00000000	0.00400000	0.68750000	1	6.11000000
1.00000000	200.00000000	0.00250000	0.17187500	1	4.02000000
1.00000000	164.00000000	0.00300000	0.34375000	1	5.68000000
1.00000000	100.00000000	0.00400000	0.17187500	1	1.64000000
1.00000000	100.00000000	0.00400000	0.34375000	1	2.83000000
1.00000000	200.00000000	0.00250000	0.34375000	1	9.44000000
1.00000000	200.00000000	0.00250000	0.68750000	1	96.00000000
1.00000000	200.00000000	0.00350000	0.17187500	1	2.44000000
1.00000000	100.00000000	0.00200000	0.68750000	1	94.79000000
1.00000000	100.00000000	0.00300000	0.34375000	1	5.22000000
1.00000000	100.00000000	0.00200000	0.34375000	1	30.30000000
1.00000000	164.00000000	0.00350000	0.17187500	1	2.45000000
1.00000000	200.00000000	0.00400000	0.34375000	1	3.27000000
1.00000000	164.00000000	0.00200000	0.34375000	1	95.86000000
1.00000000	200.00000000	0.00400000	0.17187500	1	2.08000000
1.00000000	100.00000000	0.00350000	0.68750000	1	9.32000000
1.00000000	200.00000000	0.00200000	0.17187500	1	6.55000000
1.00000000	164.00000000	0.00400000	0.34375000	1	3.28000000
1.00000000	100.00000000	0.00300000	0.68750000	1	18.72000000
1.00000000	100.00000000	0.00250000	0.68750000	1	94.58000000
1.00000000	164.00000000	0.00250000	0.68750000	1	95.85000000
1.00000000	164.00000000	0.00300000	0.17187500	1	3.00000000
1.00000000	164.00000000	0.00350000	0.68750000	1	9.80000000
1.00000000	164.00000000	0.00250000	0.34375000	1	9.47000000
1.00000000	100.00000000	0.00350000	0.17187500	1	1.99000000
1.00000000	200.00000000	0.00300000	0.34375000	1	5.65000000
1.00000000	200.00000000	0.00350000	0.68750000	1	9.76000000
1.00000000	164.00000000	0.00200000	0.17187500	1	6.58000000
1.00000000	200.00000000	0.00400000	0.68750000	1	6.55000000
1.00000000	164.00000000	0.00200000	0.68750000	1	95.96000000
1.00000000	164.00000000	0.00400000	0.68750000	1	6.58000000
1.00000000	100.00000000	0.00300000	0.17187500	1	2.55000000
1.00000000	100.00000000	0.00200000	0.17187500	1	6.11000000
1.00000000	164.00000000	0.00400000	0.17187500	1	2.09000000
1.00000000	164.00000000	0.00350000	0.34375000	1	4.12000000
1.00000000	200.00000000	0.00200000	0.34375000	1	30.69000000
1.00000000	200.00000000	0.00350000	0.34375000	1	4.09000000
1.00000000	100.00000000	0.00250000	0.34375000	1	8.99000000
1.00000000	164.00000000	0.00250000	0.17187500	1	4.04000000
1.00000000	164.00000000	0.00300000	0.68750000	1	19.21000000
1.00000000	200.00000000	0.00200000	0.68750000	1	96.10000000
1.00000000	200.00000000	0.00300000	0.68750000	1	19.16000000
1.00000000	100.00000000	0.00250000	0.17187500	1	3.58000000
1.00000000	200.00000000	0.00300000	0.17187500	1	2.99000000
1.50000000	100.00000000	0.00350000	0.34375000	1	3.66000000
1.50000000	100.00000000	0.00400000	0.68750000	1	6.12000000
1.50000000	200.00000000	0.00250000	0.17187500	1	4.01000000
1.50000000	164.00000000	0.00300000	0.34375000	1	5.77000000
1.50000000	100.00000000	0.00400000	0.17187500	1	1.65000000
1.50000000	100.00000000	0.00400000	0.34375000	1	2.83000000
1.50000000	200.00000000	0.00250000	0.34375000	1	9.44000000
1.50000000	200.00000000	0.00250000	0.68750000	1	94.09000000
1.50000000	200.00000000	0.00350000	0.17187500	1	2.43000000
1.50000000	100.00000000	0.00200000	0.68750000	1	92.96000000
1.50000000	100.00000000	0.00300000	0.34375000	1	5.22000000
1.50000000	100.00000000	0.00200000	0.34375000	1	29.36000000
1.50000000	164.00000000	0.00350000	0.17187500	1	2.53000000
1.50000000	200.00000000	0.00400000	0.34375000	1	3.26000000
1.50000000	164.00000000	0.00200000	0.34375000	1	94.05000000
1.50000000	200.00000000	0.00400000	0.17187500	1	2.07000000
1.50000000	100.00000000	0.00350000	0.68750000	1	9.34000000
1.50000000	200.00000000	0.00200000	0.17187500	1	6.54000000
1.50000000	164.00000000	0.00400000	0.34375000	1	3.37000000
1.50000000	100.00000000	0.00300000	0.68750000	1	18.76000000
1.50000000	100.00000000	0.00250000	0.68750000	1	92.71000000
1.50000000	164.00000000	0.00250000	0.68750000	1	94.04000000
1.50000000	164.00000000	0.00300000	0.17187500	1	3.09000000
1.50000000	164.00000000	0.00350000	0.68750000	1	9.89000000
1.50000000	164.00000000	0.00250000	0.34375000	1	9.56000000
1.50000000	100.00000000	0.00350000	0.17187500	1	2.00000000
1.50000000	200.00000000	0.00300000	0.34375000	1	5.65000000
1.50000000	200.00000000	0.00350000	0.68750000	1	9.77000000
1.50000000	164.00000000	0.00200000	0.17187500	1	6.67000000
1.50000000	200.00000000	0.00400000	0.68750000	1	6.54000000
1.50000000	164.00000000	0.00200000	0.68750000	1	94.19000000
1.50000000	164.00000000	0.00400000	0.68750000	1	6.67000000
1.50000000	100.00000000	0.00300000	0.17187500	1	2.55000000
1.50000000	100.00000000	0.00200000	0.17187500	1	6.12000000
1.50000000	164.00000000	0.00400000	0.17187500	1	2.18000000
1.50000000	164.00000000	0.00350000	0.34375000	1	4.20000000
1.50000000	200.00000000	0.00200000	0.34375000	1	29.76000000
1.50000000	200.00000000	0.00350000	0.34375000	1	4.09000000
1.50000000	100.00000000	0.00250000	0.34375000	1	9.01000000
1.50000000	164.00000000	0.00250000	0.17187500	1	4.12000000
1.50000000	164.00000000	0.00300000	0.68750000	1	19.33000000
1.50000000	200.00000000	0.00200000	0.68750000	1	94.22000000
1.50000000	200.00000000	0.00300000	0.68750000	1	19.19000000
1.50000000	100.00000000	0.00250000	0.17187500	1	3.58000000
1.50000000	200.00000000	0.00300000	0.17187500	1	2.98000000
2.00000000	100.00000000	0.00400000	0.68750000	1	6.12000000
2.00000000	164.00000000	0.00250000	0.68750000	1	92.10000000
2.00000000	200.00000000	0.00400000	0.68750000	1	6.55000000
2.00000000	100.00000000	0.00300000	0.17187500	1	2.56000000
2.00000000	100.00000000	0.00300000	0.68750000	1	18.85000000
2.00000000	200.00000000	0.00200000	0.68750000	1	92.34000000
2.00000000	100.00000000	0.00350000	0.34375000	1	3.66000000
2.00000000	200.00000000	0.00350000	0.34375000	1	4.09000000
2.00000000	200.00000000	0.00300000	0.68750000	1	19.28000000
2.00000000	100.00000000	0.00400000	0.17187500	1	1.65000000
2.00000000	200.00000000	0.00250000	0.17187500	1	4.01000000
2.00000000	200.00000000	0.00200000	0.17187500	1	6.55000000
2.00000000	164.00000000	0.00200000	0.68750000	1	92.28000000
2.00000000	100.00000000	0.00400000	0.34375000	1	2.84000000
2.00000000	200.00000000	0.00300000	0.34375000	1	5.65000000
2.00000000	200.00000000	0.00400000	0.34375000	1	3.27000000
2.00000000	164.00000000	0.00200000	0.17187500	1	6.58000000
2.00000000	164.00000000	0.00300000	0.34375000	1	5.68000000
2.00000000	200.00000000	0.00350000	0.17187500	1	2.43000000
2.00000000	164.00000000	0.00250000	0.17187500	1	4.03000000
2.00000000	164.00000000	0.00400000	0.68750000	1	6.58000000
2.00000000	200.00000000	0.00350000	0.68750000	1	9.77000000
2.00000000	200.00000000	0.00400000	0.17187500	1	2.08000000
2.00000000	200.00000000	0.00250000	0.34375000	1	9.44000000
2.00000000	164.00000000	0.00200000	0.34375000	1	92.11000000
2.00000000	200.00000000	0.00300000	0.17187500	1	2.99000000
2.00000000	164.00000000	0.00350000	0.34375000	1	4.11000000
2.00000000	164.00000000	0.00350000	0.68750000	1	9.81000000
2.00000000	164.00000000	0.00400000	0.34375000	1	3.29000000
2.00000000	100.00000000	0.00350000	0.68750000	1	9.35000000
2.00000000	164.00000000	0.00250000	0.34375000	1	9.48000000
2.00000000	100.00000000	0.00350000	0.17187500	1	2.01000000
2.00000000	100.00000000	0.00250000	0.34375000	1	9.01000000
2.00000000	164.00000000	0.00350000	0.17187500	1	2.45000000
2.00000000	164.00000000	0.00300000	0.17187500	1	3.01000000
2.00000000	164.00000000	0.00400000	0.17187500	1	2.09000000
2.00000000	164.00000000	0.00300000	0.68750000	1	19.30000000
2.00000000	100.00000000	0.00200000	0.68750000	1	91.10000000
2.00000000	200.00000000	0.00250000	0.68750000	1	92.18000000
2.00000000	100.00000000	0.00250000	0.68750000	1	90.82000000
2.00000000	100.00000000	0.00200000	0.17187500	1	6.12000000
2.00000000	100.00000000	0.00300000	0.34375000	1	5.23000000
2.00000000	100.00000000	0.00200000	0.34375000	1	29.69000000
2.00000000	100.00000000	0.00250000	0.17187500	1	3.58000000
2.00000000	200.00000000	0.00200000	0.34375000	1	30.09000000
3.00000000	100.00000000	0.00400000	0.68750000	1	6.12000000
3.00000000	164.00000000	0.00250000	0.68750000	1	88.41000000
3.00000000	200.00000000	0.00400000	0.68750000	1	6.55000000
3.00000000	100.00000000	0.00300000	0.17187500	1	2.55000000
3.00000000	100.00000000	0.00300000	0.68750000	1	18.97000000
3.00000000	200.00000000	0.00200000	0.68750000	1	88.55000000
3.00000000	100.00000000	0.00350000	0.34375000	1	3.66000000
3.00000000	200.00000000	0.00350000	0.34375000	1	4.09000000
3.00000000	200.00000000	0.00300000	0.68750000	1	19.41000000
3.00000000	100.00000000	0.00400000	0.17187500	1	1.64000000
3.00000000	200.00000000	0.00250000	0.17187500	1	4.02000000
3.00000000	200.00000000	0.00200000	0.17187500	1	6.55000000
3.00000000	164.00000000	0.00200000	0.68750000	1	88.61000000
3.00000000	100.00000000	0.00400000	0.34375000	1	2.83000000
3.00000000	200.00000000	0.00300000	0.34375000	1	5.65000000
3.00000000	200.00000000	0.00400000	0.34375000	1	3.26000000
3.00000000	164.00000000	0.00200000	0.17187500	1	6.67000000
3.00000000	164.00000000	0.00300000	0.34375000	1	5.77000000
3.00000000	200.00000000	0.00350000	0.17187500	1	2.44000000
3.00000000	164.00000000	0.00250000	0.17187500	1	4.13000000
3.00000000	164.00000000	0.00400000	0.68750000	1	6.67000000
3.00000000	200.00000000	0.00350000	0.68750000	1	9.79000000
3.00000000	200.00000000	0.00400000	0.17187500	1	2.08000000
3.00000000	200.00000000	0.00250000	0.34375000	1	9.45000000
3.00000000	164.00000000	0.00200000	0.34375000	1	88.42000000
3.00000000	200.00000000	0.00300000	0.17187500	1	2.99000000
3.00000000	164.00000000	0.00350000	0.34375000	1	4.21000000
3.00000000	164.00000000	0.00350000	0.68750000	1	9.92000000
3.00000000	164.00000000	0.00400000	0.34375000	1	3.37000000
3.00000000	100.00000000	0.00350000	0.68750000	1	9.36000000
3.00000000	164.00000000	0.00250000	0.34375000	1	9.59000000
3.00000000	100.00000000	0.00350000	0.17187500	1	2.00000000
3.00000000	100.00000000	0.00250000	0.34375000	1	9.03000000
3.00000000	164.00000000	0.00350000	0.17187500	1	2.54000000
3.00000000	164.00000000	0.00300000	0.17187500	1	3.09000000
3.00000000	164.00000000	0.00400000	0.17187500	1	2.18000000
3.00000000	164.00000000	0.00300000	0.68750000	1	19.53000000
3.00000000	100.00000000	0.00200000	0.68750000	1	87.30000000
