1.0 100.0 0.002 0.171875 1	11.820000
1.0 100.0 0.0025 0.171875 1	9.260000
1.0 100.0 0.003 0.171875 1	8.220000
1.0 100.0 0.0035 0.171875 1	7.660000
1.0 100.0 0.004 0.171875 1	7.290000
1.0 100.0 0.002 0.34375 1	100.000000
1.0 100.0 0.0025 0.34375 1	14.770000
1.0 100.0 0.003 0.34375 1	10.910000
1.0 100.0 0.0035 0.34375 1	9.340000
1.0 100.0 0.004 0.34375 1	8.500000
1.0 100.0 0.002 0.6875 1	100.000000
1.0 100.0 0.0025 0.6875 1	100.000000
1.0 100.0 0.003 0.6875 1	26.380000
1.0 100.0 0.0035 0.6875 1	15.110000
1.0 100.0 0.004 0.6875 1	11.820000
1.0 164.0 0.002 0.171875 1	10.990000
1.0 164.0 0.0025 0.171875 1	8.440000
1.0 164.0 0.003 0.171875 1	7.400000
1.0 164.0 0.0035 0.171875 1	6.840000
1.0 164.0 0.004 0.171875 1	6.480000
1.0 164.0 0.002 0.34375 1	100.000000
1.0 164.0 0.0025 0.34375 1	13.940000
1.0 164.0 0.003 0.34375 1	10.090000
1.0 164.0 0.0035 0.34375 1	8.520000
1.0 164.0 0.004 0.34375 1	7.680000
1.0 164.0 0.002 0.6875 1	100.000000
1.0 164.0 0.0025 0.6875 1	100.000000
1.0 164.0 0.003 0.6875 1	25.570000
1.0 164.0 0.0035 0.6875 1	14.290000
1.0 164.0 0.004 0.6875 1	10.990000
1.0 200.0 0.002 0.171875 1	10.770000
1.0 200.0 0.0025 0.171875 1	8.220000
1.0 200.0 0.003 0.171875 1	7.190000
1.0 200.0 0.0035 0.171875 1	6.630000
1.0 200.0 0.004 0.171875 1	6.270000
1.0 200.0 0.002 0.34375 1	100.000000
1.0 200.0 0.0025 0.34375 1	13.740000
1.0 200.0 0.003 0.34375 1	9.870000
1.0 200.0 0.0035 0.34375 1	8.300000
1.0 200.0 0.004 0.34375 1	7.470000
1.0 200.0 0.002 0.6875 1	100.000000
1.0 200.0 0.0025 0.6875 1	100.000000
1.0 200.0 0.003 0.6875 1	25.560000
1.0 200.0 0.0035 0.6875 1	14.080000
1.0 200.0 0.004 0.6875 1	10.770000
2.0 100.0 0.002 0.171875 1	15.540000
2.0 100.0 0.0025 0.171875 1	12.990000
2.0 100.0 0.003 0.171875 1	11.960000
2.0 100.0 0.0035 0.171875 1	11.400000
2.0 100.0 0.004 0.171875 1	11.040000
2.0 100.0 0.002 0.34375 1	39.720000
2.0 100.0 0.0025 0.34375 1	18.440000
2.0 100.0 0.003 0.34375 1	14.640000
2.0 100.0 0.0035 0.34375 1	13.070000
2.0 100.0 0.004 0.34375 1	12.240000
2.0 100.0 0.002 0.6875 1	100.000000
2.0 100.0 0.0025 0.6875 1	100.000000
2.0 100.0 0.003 0.6875 1	28.330000
2.0 100.0 0.0035 0.6875 1	18.780000
2.0 100.0 0.004 0.6875 1	15.540000
2.0 164.0 0.002 0.171875 1	14.710000
2.0 164.0 0.0025 0.171875 1	12.170000
2.0 164.0 0.003 0.171875 1	11.130000
2.0 164.0 0.0035 0.171875 1	10.570000
2.0 164.0 0.004 0.171875 1	10.210000
2.0 164.0 0.002 0.34375 1	38.880000
2.0 164.0 0.0025 0.34375 1	17.620000
2.0 164.0 0.003 0.34375 1	13.820000
2.0 164.0 0.0035 0.34375 1	12.250000
2.0 164.0 0.004 0.34375 1	11.410000
2.0 164.0 0.002 0.6875 1	100.000000
2.0 164.0 0.0025 0.6875 1	100.000000
2.0 164.0 0.003 0.6875 1	27.500000
2.0 164.0 0.0035 0.6875 1	17.950000
2.0 164.0 0.004 0.6875 1	14.710000
2.0 200.0 0.002 0.171875 1	14.570000
2.0 200.0 0.0025 0.171875 1	12.020000
2.0 200.0 0.003 0.171875 1	10.990000
2.0 200.0 0.0035 0.171875 1	10.430000
2.0 200.0 0.004 0.171875 1	10.070000
2.0 200.0 0.002 0.34375 1	38.760000
2.0 200.0 0.0025 0.34375 1	17.470000
2.0 200.0 0.003 0.34375 1	13.670000
