0.5 100.0 0.171875 0.002 1	0.310000
0.5 100.0 0.171875 0.0025 1	0.310000
0.5 100.0 0.171875 0.003 1	0.300000
0.5 100.0 0.171875 0.0035 1	0.300000
0.5 100.0 0.171875 0.004 1	0.300000
0.5 100.0 0.34375 0.002 1	0.310000
0.5 100.0 0.34375 0.0025 1	0.310000
0.5 100.0 0.34375 0.003 1	0.310000
0.5 100.0 0.34375 0.0035 1	0.310000
0.5 100.0 0.34375 0.004 1	0.310000
0.5 100.0 0.6875 0.002 1	0.300000
0.5 100.0 0.6875 0.0025 1	0.320000
0.5 100.0 0.6875 0.003 1	0.320000
0.5 100.0 0.6875 0.0035 1	0.320000
0.5 100.0 0.6875 0.004 1	0.310000
0.5 164.0 0.171875 0.002 1	0.460000
0.5 164.0 0.171875 0.0025 1	0.460000
0.5 164.0 0.171875 0.003 1	0.450000
0.5 164.0 0.171875 0.0035 1	0.450000
0.5 164.0 0.171875 0.004 1	0.450000
0.5 164.0 0.34375 0.002 1	0.460000
0.5 164.0 0.34375 0.0025 1	0.460000
0.5 164.0 0.34375 0.003 1	0.460000
0.5 164.0 0.34375 0.0035 1	0.460000
0.5 164.0 0.34375 0.004 1	0.450000
0.5 164.0 0.6875 0.002 1	0.450000
0.5 164.0 0.6875 0.0025 1	0.460000
0.5 164.0 0.6875 0.003 1	0.460000
0.5 164.0 0.6875 0.0035 1	0.460000
0.5 164.0 0.6875 0.004 1	0.460000
0.5 200.0 0.171875 0.002 1	0.240000
0.5 200.0 0.171875 0.0025 1	0.240000
0.5 200.0 0.171875 0.003 1	0.240000
0.5 200.0 0.171875 0.0035 1	0.240000
0.5 200.0 0.171875 0.004 1	0.240000
0.5 200.0 0.34375 0.002 1	0.240000
0.5 200.0 0.34375 0.0025 1	0.240000
0.5 200.0 0.34375 0.003 1	0.240000
0.5 200.0 0.34375 0.0035 1	0.230000
0.5 200.0 0.34375 0.004 1	0.240000
0.5 200.0 0.6875 0.002 1	0.240000
0.5 200.0 0.6875 0.0025 1	0.240000
0.5 200.0 0.6875 0.003 1	0.240000
0.5 200.0 0.6875 0.0035 1	0.240000
0.5 200.0 0.6875 0.004 1	0.240000
1.0 100.0 0.171875 0.002 1	0.280000
1.0 100.0 0.171875 0.0025 1	0.270000
1.0 100.0 0.171875 0.003 1	0.270000
1.0 100.0 0.171875 0.0035 1	0.270000
1.0 100.0 0.171875 0.004 1	0.270000
1.0 100.0 0.34375 0.002 1	0.280000
1.0 100.0 0.34375 0.0025 1	0.270000
1.0 100.0 0.34375 0.003 1	0.280000
1.0 100.0 0.34375 0.0035 1	0.270000
1.0 100.0 0.34375 0.004 1	0.270000
1.0 100.0 0.6875 0.002 1	0.260000
1.0 100.0 0.6875 0.0025 1	0.290000
1.0 100.0 0.6875 0.003 1	0.280000
1.0 100.0 0.6875 0.0035 1	0.270000
1.0 100.0 0.6875 0.004 1	0.280000
1.0 164.0 0.171875 0.002 1	0.440000
1.0 164.0 0.171875 0.0025 1	0.440000
1.0 164.0 0.171875 0.003 1	0.440000
1.0 164.0 0.171875 0.0035 1	0.430000
1.0 164.0 0.171875 0.004 1	0.440000
1.0 164.0 0.34375 0.002 1	0.440000
1.0 164.0 0.34375 0.0025 1	0.440000
1.0 164.0 0.34375 0.003 1	0.440000
1.0 164.0 0.34375 0.0035 1	0.440000
1.0 164.0 0.34375 0.004 1	0.440000
1.0 164.0 0.6875 0.002 1	0.430000
1.0 164.0 0.6875 0.0025 1	0.450000
1.0 164.0 0.6875 0.003 1	0.440000
1.0 164.0 0.6875 0.0035 1	0.440000
1.0 164.0 0.6875 0.004 1	0.440000
1.0 200.0 0.171875 0.002 1	0.230000
1.0 200.0 0.171875 0.0025 1	0.220000
1.0 200.0 0.171875 0.003 1	0.220000
1.0 200.0 0.171875 0.0035 1	0.220000
1.0 200.0 0.171875 0.004 1	0.220000
1.0 200.0 0.34375 0.002 1	0.220000
