2.0 100.0 0.002 0.34375 1	9.440000
2.0 100.0 0.0025 0.34375 1	9.420000
2.0 100.0 0.003 0.34375 1	9.420000
2.0 100.0 0.0035 0.34375 1	9.410000
2.0 100.0 0.004 0.34375 1	9.400000
2.0 100.0 0.002 0.6875 1	9.160000
2.0 100.0 0.0025 0.6875 1	9.470000
2.0 100.0 0.003 0.6875 1	9.440000
2.0 100.0 0.0035 0.6875 1	9.420000
2.0 100.0 0.004 0.6875 1	9.420000
2.0 164.0 0.002 0.171875 1	8.310000
2.0 164.0 0.0025 0.171875 1	8.310000
2.0 164.0 0.003 0.171875 1	8.300000
2.0 164.0 0.0035 0.171875 1	8.290000
2.0 164.0 0.004 0.171875 1	8.290000
2.0 164.0 0.002 0.34375 1	8.330000
2.0 164.0 0.0025 0.34375 1	8.320000
2.0 164.0 0.003 0.34375 1	8.310000
2.0 164.0 0.0035 0.34375 1	8.310000
2.0 164.0 0.004 0.34375 1	8.300000
2.0 164.0 0.002 0.6875 1	8.150000
2.0 164.0 0.0025 0.6875 1	8.350000
2.0 164.0 0.003 0.6875 1	8.330000
2.0 164.0 0.0035 0.6875 1	8.320000
2.0 164.0 0.004 0.6875 1	8.310000
2.0 200.0 0.002 0.171875 1	8.020000
2.0 200.0 0.0025 0.171875 1	8.010000
2.0 200.0 0.003 0.171875 1	8.000000
2.0 200.0 0.0035 0.171875 1	8.000000
2.0 200.0 0.004 0.171875 1	7.990000
2.0 200.0 0.002 0.34375 1	8.030000
2.0 200.0 0.0025 0.34375 1	8.020000
2.0 200.0 0.003 0.34375 1	8.020000
2.0 200.0 0.0035 0.34375 1	8.010000
2.0 200.0 0.004 0.34375 1	8.010000
2.0 200.0 0.002 0.6875 1	7.870000
2.0 200.0 0.0025 0.6875 1	8.050000
2.0 200.0 0.003 0.6875 1	8.030000
2.0 200.0 0.0035 0.6875 1	8.020000
2.0 200.0 0.004 0.6875 1	8.020000
4.0 100.0 0.002 0.171875 1	17.060000
4.0 100.0 0.0025 0.171875 1	17.050000
4.0 100.0 0.003 0.171875 1	17.050000
4.0 100.0 0.0035 0.171875 1	17.040000
4.0 100.0 0.004 0.171875 1	17.040000
4.0 100.0 0.002 0.34375 1	17.080000
4.0 100.0 0.0025 0.34375 1	17.060000
4.0 100.0 0.003 0.34375 1	17.060000
4.0 100.0 0.0035 0.34375 1	17.050000
4.0 100.0 0.004 0.34375 1	17.050000
4.0 100.0 0.002 0.6875 1	16.770000
4.0 100.0 0.0025 0.6875 1	17.110000
4.0 100.0 0.003 0.6875 1	17.070000
4.0 100.0 0.0035 0.6875 1	17.060000
4.0 100.0 0.004 0.6875 1	17.060000
4.0 164.0 0.002 0.171875 1	15.940000
4.0 164.0 0.0025 0.171875 1	15.930000
4.0 164.0 0.003 0.171875 1	15.930000
4.0 164.0 0.0035 0.171875 1	15.920000
4.0 164.0 0.004 0.171875 1	15.910000
4.0 164.0 0.002 0.34375 1	15.960000
4.0 164.0 0.0025 0.34375 1	15.940000
4.0 164.0 0.003 0.34375 1	15.940000
4.0 164.0 0.0035 0.34375 1	15.930000
4.0 164.0 0.004 0.34375 1	15.930000
4.0 164.0 0.002 0.6875 1	15.720000
4.0 164.0 0.0025 0.6875 1	15.980000
4.0 164.0 0.003 0.6875 1	15.950000
4.0 164.0 0.0035 0.6875 1	15.940000
4.0 164.0 0.004 0.6875 1	15.940000
4.0 200.0 0.002 0.171875 1	15.720000
4.0 200.0 0.0025 0.171875 1	15.720000
4.0 200.0 0.003 0.171875 1	15.710000
4.0 200.0 0.0035 0.171875 1	15.700000
4.0 200.0 0.004 0.171875 1	15.700000
4.0 200.0 0.002 0.34375 1	15.740000
4.0 200.0 0.0025 0.34375 1	15.730000
4.0 200.0 0.003 0.34375 1	15.720000
4.0 200.0 0.0035 0.34375 1	15.720000
4.0 200.0 0.004 0.34375 1	15.710000
4.0 200.0 0.002 0.6875 1	15.510000
4.0 200.0 0.0025 0.6875 1	15.760000
4.0 200.0 0.003 0.6875 1	15.740000
4.0 200.0 0.0035 0.6875 1	15.730000
4.0 200.0 0.004 0.6875 1	15.720000
10.0 100.0 0.002 0.171875 1	39.950000
10.0 100.0 0.0025 0.171875 1	39.940000
10.0 100.0 0.003 0.171875 1	39.940000
10.0 100.0 0.0035 0.171875 1	39.930000
10.0 100.0 0.004 0.171875 1	39.930000
10.0 100.0 0.002 0.34375 1	39.970000
10.0 100.0 0.0025 0.34375 1	39.950000
10.0 100.0 0.003 0.34375 1	39.950000
10.0 100.0 0.0035 0.34375 1	39.940000
10.0 100.0 0.004 0.34375 1	39.940000
10.0 100.0 0.002 0.6875 1	39.760000
10.0 100.0 0.0025 0.6875 1	40.010000
10.0 100.0 0.003 0.6875 1	39.960000
10.0 100.0 0.0035 0.6875 1	39.950000
10.0 100.0 0.004 0.6875 1	39.950000
10.0 164.0 0.002 0.171875 1	38.860000
10.0 164.0 0.0025 0.171875 1	38.850000
10.0 164.0 0.003 0.171875 1	38.840000
10.0 164.0 0.0035 0.171875 1	38.840000
10.0 164.0 0.004 0.171875 1	38.830000
10.0 164.0 0.002 0.34375 1	38.870000
10.0 164.0 0.0025 0.34375 1	38.860000
10.0 164.0 0.003 0.34375 1	38.850000
10.0 164.0 0.0035 0.34375 1	38.850000
10.0 164.0 0.004 0.34375 1	38.840000
10.0 164.0 0.002 0.6875 1	38.680000
10.0 164.0 0.0025 0.6875 1	38.910000
10.0 164.0 0.003 0.6875 1	38.870000
10.0 164.0 0.0035 0.6875 1	38.860000
10.0 164.0 0.004 0.6875 1	38.850000
10.0 200.0 0.002 0.171875 1	38.640000
10.0 200.0 0.0025 0.171875 1	38.640000
10.0 200.0 0.003 0.171875 1	38.630000
10.0 200.0 0.0035 0.171875 1	38.630000
10.0 200.0 0.004 0.171875 1	38.620000
10.0 200.0 0.002 0.34375 1	38.660000
10.0 200.0 0.0025 0.34375 1	38.650000
10.0 200.0 0.003 0.34375 1	38.640000
10.0 200.0 0.0035 0.34375 1	38.640000
10.0 200.0 0.004 0.34375 1	38.630000
10.0 200.0 0.002 0.6875 1	38.470000
10.0 200.0 0.0025 0.6875 1	38.700000
10.0 200.0 0.003 0.6875 1	38.660000
10.0 200.0 0.0035 0.6875 1	38.650000
10.0 200.0 0.004 0.6875 1	38.640000
1.5 100.0 0.002 0.171875 2	7.840000
1.5 100.0 0.0025 0.171875 2	7.830000
1.5 100.0 0.003 0.171875 2	7.820000
1.5 100.0 0.0035 0.171875 2	7.810000
1.5 100.0 0.004 0.171875 2	7.800000
1.5 100.0 0.002 0.34375 2	7.870000
1.5 100.0 0.0025 0.34375 2	7.850000
1.5 100.0 0.003 0.34375 2	7.840000
1.5 100.0 0.0035 0.34375 2	7.830000
1.5 100.0 0.004 0.34375 2	7.820000
1.5 100.0 0.002 0.6875 2	7.610000
1.5 100.0 0.0025 0.6875 2	7.890000
1.5 100.0 0.003 0.6875 2	7.860000
1.5 100.0 0.0035 0.6875 2	7.850000
1.5 100.0 0.004 0.6875 2	7.840000
1.5 164.0 0.002 0.171875 2	6.760000
1.5 164.0 0.0025 0.171875 2	6.750000
1.5 164.0 0.003 0.171875 2	6.750000
1.5 164.0 0.0035 0.171875 2	6.740000
1.5 164.0 0.004 0.171875 2	6.730000
1.5 164.0 0.002 0.34375 2	6.780000
1.5 164.0 0.0025 0.34375 2	6.770000
1.5 164.0 0.003 0.34375 2	6.760000
1.5 164.0 0.0035 0.34375 2	6.760000
1.5 164.0 0.004 0.34375 2	6.750000
1.5 164.0 0.002 0.6875 2	6.630000
1.5 164.0 0.0025 0.6875 2	6.790000
1.5 164.0 0.003 0.6875 2	6.780000
1.5 164.0 0.0035 0.6875 2	6.770000
1.5 164.0 0.004 0.6875 2	6.760000
1.5 200.0 0.002 0.171875 2	6.350000
1.5 200.0 0.0025 0.171875 2	6.350000
1.5 200.0 0.003 0.171875 2	6.340000
1.5 200.0 0.0035 0.171875 2	6.330000
1.5 200.0 0.004 0.171875 2	6.320000
1.5 200.0 0.002 0.34375 2	6.370000
1.5 200.0 0.0025 0.34375 2	6.360000
1.5 200.0 0.003 0.34375 2	6.350000
1.5 200.0 0.0035 0.34375 2	6.350000
1.5 200.0 0.004 0.34375 2	6.340000
1.5 200.0 0.002 0.6875 2	6.240000
1.5 200.0 0.0025 0.6875 2	6.380000
1.5 200.0 0.003 0.6875 2	6.360000
1.5 200.0 0.0035 0.6875 2	6.360000
1.5 200.0 0.004 0.6875 2	6.350000
3.0 100.0 0.002 0.171875 2	13.520000
3.0 100.0 0.0025 0.171875 2	13.510000
3.0 100.0 0.003 0.171875 2	13.500000
3.0 100.0 0.0035 0.171875 2	13.500000
3.0 100.0 0.004 0.171875 2	13.490000
3.0 100.0 0.002 0.34375 2	13.550000
3.0 100.0 0.0025 0.34375 2	13.530000
3.0 100.0 0.003 0.34375 2	13.520000
3.0 100.0 0.0035 0.34375 2	13.510000
3.0 100.0 0.004 0.34375 2	13.510000
3.0 100.0 0.002 0.6875 2	13.190000
3.0 100.0 0.0025 0.6875 2	13.580000
3.0 100.0 0.003 0.6875 2	13.540000
3.0 100.0 0.0035 0.6875 2	13.530000
3.0 100.0 0.004 0.6875 2	13.520000
3.0 164.0 0.002 0.171875 2	12.360000
3.0 164.0 0.0025 0.171875 2	12.350000
3.0 164.0 0.003 0.171875 2	12.350000
3.0 164.0 0.0035 0.171875 2	12.340000
3.0 164.0 0.004 0.171875 2	12.330000
3.0 164.0 0.002 0.34375 2	12.380000
3.0 164.0 0.0025 0.34375 2	12.370000
3.0 164.0 0.003 0.34375 2	12.360000
3.0 164.0 0.0035 0.34375 2	12.350000
3.0 164.0 0.004 0.34375 2	12.350000
3.0 164.0 0.002 0.6875 2	12.130000
3.0 164.0 0.0025 0.6875 2	12.410000
3.0 164.0 0.003 0.6875 2	12.380000
3.0 164.0 0.0035 0.6875 2	12.370000
3.0 164.0 0.004 0.6875 2	12.360000
3.0 200.0 0.002 0.171875 2	12.130000
3.0 200.0 0.0025 0.171875 2	12.120000
3.0 200.0 0.003 0.171875 2	12.110000
3.0 200.0 0.0035 0.171875 2	12.110000
3.0 200.0 0.004 0.171875 2	12.100000
3.0 200.0 0.002 0.34375 2	12.150000
3.0 200.0 0.0025 0.34375 2	12.130000
3.0 200.0 0.003 0.34375 2	12.130000
3.0 200.0 0.0035 0.34375 2	12.120000
3.0 200.0 0.004 0.34375 2	12.120000
3.0 200.0 0.002 0.6875 2	11.910000
3.0 200.0 0.0025 0.6875 2	12.170000
3.0 200.0 0.003 0.6875 2	12.140000
3.0 200.0 0.0035 0.6875 2	12.130000
3.0 200.0 0.004 0.6875 2	12.130000
6.0 100.0 0.002 0.171875 2	24.990000
6.0 100.0 0.0025 0.171875 2	24.980000
6.0 100.0 0.003 0.171875 2	24.970000
6.0 100.0 0.0035 0.171875 2	24.970000
6.0 100.0 0.004 0.171875 2	24.960000
6.0 100.0 0.002 0.34375 2	25.010000
6.0 100.0 0.0025 0.34375 2	24.990000
6.0 100.0 0.003 0.34375 2	24.980000
6.0 100.0 0.0035 0.34375 2	24.980000
6.0 100.0 0.004 0.34375 2	24.980000
6.0 100.0 0.002 0.6875 2	24.710000
6.0 100.0 0.0025 0.6875 2	25.040000
6.0 100.0 0.003 0.6875 2	25.000000
6.0 100.0 0.0035 0.6875 2	24.990000
6.0 100.0 0.004 0.6875 2	24.990000
6.0 164.0 0.002 0.171875 2	23.810000
6.0 164.0 0.0025 0.171875 2	23.800000
6.0 164.0 0.003 0.171875 2	23.790000
6.0 164.0 0.0035 0.171875 2	23.790000
6.0 164.0 0.004 0.171875 2	23.780000
6.0 164.0 0.002 0.34375 2	23.830000
6.0 164.0 0.0025 0.34375 2	23.810000
6.0 164.0 0.003 0.34375 2	23.810000
6.0 164.0 0.0035 0.34375 2	23.800000
6.0 164.0 0.004 0.34375 2	23.800000
6.0 164.0 0.002 0.6875 2	23.560000
6.0 164.0 0.0025 0.6875 2	23.860000
6.0 164.0 0.003 0.6875 2	23.820000
6.0 164.0 0.0035 0.6875 2	23.810000
6.0 164.0 0.004 0.6875 2	23.810000
6.0 200.0 0.002 0.171875 2	23.650000
6.0 200.0 0.0025 0.171875 2	23.650000
6.0 200.0 0.003 0.171875 2	23.640000
6.0 200.0 0.0035 0.171875 2	23.640000
6.0 200.0 0.004 0.171875 2	23.630000
6.0 200.0 0.002 0.34375 2	23.670000
6.0 200.0 0.0025 0.34375 2	23.660000
6.0 200.0 0.003 0.34375 2	23.650000
6.0 200.0 0.0035 0.34375 2	23.650000
6.0 200.0 0.004 0.34375 2	23.640000
6.0 200.0 0.002 0.6875 2	23.410000
6.0 200.0 0.0025 0.6875 2	23.710000
6.0 200.0 0.003 0.6875 2	23.670000
6.0 200.0 0.0035 0.6875 2	23.660000
6.0 200.0 0.004 0.6875 2	23.650000
15.0 100.0 0.002 0.171875 2	59.340000
15.0 100.0 0.0025 0.171875 2	59.330000
15.0 100.0 0.003 0.171875 2	59.330000
15.0 100.0 0.0035 0.171875 2	59.320000
15.0 100.0 0.004 0.171875 2	59.320000
15.0 100.0 0.002 0.34375 2	59.360000
15.0 100.0 0.0025 0.34375 2	59.340000
15.0 100.0 0.003 0.34375 2	59.330000
15.0 100.0 0.0035 0.34375 2	59.330000
15.0 100.0 0.004 0.34375 2	59.330000
15.0 100.0 0.002 0.6875 2	59.150000
15.0 100.0 0.0025 0.6875 2	59.400000
15.0 100.0 0.003 0.6875 2	59.350000
15.0 100.0 0.0035 0.6875 2	59.340000
15.0 100.0 0.004 0.6875 2	59.340000
15.0 164.0 0.002 0.171875 2	58.200000
15.0 164.0 0.0025 0.171875 2	58.190000
15.0 164.0 0.003 0.171875 2	58.190000
15.0 164.0 0.0035 0.171875 2	58.180000
15.0 164.0 0.004 0.171875 2	58.170000
15.0 164.0 0.002 0.34375 2	58.220000
15.0 164.0 0.0025 0.34375 2	58.200000
15.0 164.0 0.003 0.34375 2	58.200000
15.0 164.0 0.0035 0.34375 2	58.190000
15.0 164.0 0.004 0.34375 2	58.190000
15.0 164.0 0.002 0.6875 2	58.020000
15.0 164.0 0.0025 0.6875 2	58.260000
15.0 164.0 0.003 0.6875 2	58.210000
15.0 164.0 0.0035 0.6875 2	58.200000
15.0 164.0 0.004 0.6875 2	58.200000
15.0 200.0 0.002 0.171875 2	58.050000
15.0 200.0 0.0025 0.171875 2	58.040000
15.0 200.0 0.003 0.171875 2	58.040000
15.0 200.0 0.0035 0.171875 2	58.030000
15.0 200.0 0.004 0.171875 2	58.030000
15.0 200.0 0.002 0.34375 2	58.070000
15.0 200.0 0.0025 0.34375 2	58.050000
15.0 200.0 0.003 0.34375 2	58.050000
15.0 200.0 0.0035 0.34375 2	58.040000
15.0 200.0 0.004 0.34375 2	58.040000
15.0 200.0 0.002 0.6875 2	57.870000
15.0 200.0 0.0025 0.6875 2	58.110000
15.0 200.0 0.003 0.6875 2	58.060000
15.0 200.0 0.0035 0.6875 2	58.050000
15.0 200.0 0.004 0.6875 2	58.050000
