0.31	0.31	0.3	0.3	0.3	0.31	0.31	0.31	0.31	0.31	0.3	0.32	0.32	0.32	0.31
0.46	0.46	0.45	0.45	0.45	0.46	0.46	0.46	0.46	0.45	0.45	0.46	0.46	0.46	0.46
0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.23	0.24	0.24	0.24	0.24	0.24	0.24
0.28	0.27	0.27	0.27	0.27	0.28	0.27	0.28	0.27	0.27	0.26	0.29	0.28	0.27	0.28
0.44	0.44	0.44	0.43	0.44	0.44	0.44	0.44	0.44	0.44	0.43	0.45	0.44	0.44	0.44
0.23	0.22	0.22	0.22	0.22	0.22	0.22	0.23	0.22	0.23	0.21	0.23	0.23	0.22	0.23
0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.24	0.31	0.3	0.3	0.3
0.3	0.29	0.3	0.29	0.29	0.3	0.29	0.3	0.29	0.3	0.25	0.3	0.29	0.29	0.3
0.29	0.3	0.29	0.29	0.29	0.29	0.3	0.29	0.3	0.29	0.25	0.3	0.3	0.3	0.29
0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.29	0.3	0.3	0.3	0.3
0.3	0.3	0.29	0.3	0.29	0.29	0.29	0.29	0.3	0.29	0.29	0.29	0.3	0.29	0.29
0.29	0.3	0.29	0.3	0.29	0.29	0.3	0.29	0.3	0.29	0.29	0.3	0.3	0.3	0.29
0.59	0.58	0.58	0.58	0.58	0.6	0.59	0.59	0.58	0.58	0.57	0.6	0.59	0.59	0.59
0.83	0.82	0.83	0.82	0.82	0.83	0.83	0.83	0.83	0.83	0.82	0.83	0.84	0.83	0.83
0.46	0.47	0.46	0.46	0.45	0.47	0.47	0.46	0.47	0.46	0.46	0.47	0.46	0.47	0.46
0.57	0.57	0.56	0.57	0.56	0.58	0.58	0.57	0.57	0.57	0.49	0.59	0.58	0.58	0.57
0.8	0.8	0.8	0.8	0.79	0.8	0.81	0.8	0.8	0.8	0.74	0.82	0.81	0.81	0.8
0.52	0.52	0.51	0.52	0.51	0.52	0.51	0.52	0.51	0.52	0.46	0.53	0.52	0.51	0.52
0.6	0.6	0.59	0.6	0.59	0.61	0.6	0.59	0.6	0.6	0.51	0.61	0.6	0.6	0.6
0.66	0.66	0.65	0.66	0.65	0.66	0.66	0.66	0.66	0.66	0.58	0.67	0.66	0.66	0.66
0.58	0.59	0.58	0.59	0.58	0.59	0.59	0.58	0.59	0.58	0.51	0.6	0.59	0.59	0.58
0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.59	0.6	0.6	0.59	0.6	0.6	0.6	0.6
0.73	0.72	0.73	0.73	0.72	0.73	0.72	0.73	0.72	0.73	0.72	0.73	0.72	0.72	0.73
0.59	0.58	0.59	0.58	0.59	0.59	0.58	0.59	0.58	0.59	0.58	0.59	0.58	0.58	0.59
