-76.0862632392 0.0587603620 0.7400283868 0.4797374318
-76.0862550700 0.0587603881 0.7400281524 0.4797301424
-76.0862387404 0.0587604404 0.7400276841 0.4797155332
-76.0862142686 0.0587605187 0.7400269822 0.4796935433
-76.0861816829 0.0587606230 0.7400260476 0.4796640932
-76.0861410268 0.0587607531 0.7400248815 0.4796271266
-76.0860712984 0.0587609763 0.7400228748 0.4793843990
-76.0860170454 0.0587611500 0.7400213196 0.4793513390
-76.0859560219 0.0587613453 0.7400195706 0.4793181109
-76.0858882872 0.0587615621 0.7400176295 0.4792847524
-76.0858138999 0.0587618002 0.7400154980 0.4792512929
-76.0857329181 0.0587620594 0.7400131778 0.4792177535
-76.0856453992 0.0587623395 0.7400106706 0.4791841483
-76.0855514001 0.0587626404 0.7400079779 0.4791504865
-76.0854509776 0.0587629618 0.7400051014 0.4791167730
-76.0853441880 0.0587633036 0.7400020427 0.4790830084
-76.0852310876 0.0587636656 0.7399988034 0.4790491905
-76.0851117322 0.0587640476 0.7399953851 0.4790153145
-76.0849861779 0.0587644495 0.7399917895 0.4789813735
-76.0848544804 0.0587648711 0.7399880180 0.4789473580
-76.0847166954 0.0587653121 0.7399840724 0.4789132568
-76.0845728789 0.0587657724 0.7399799541 0.4788790578
-76.0844230865 0.0587662519 0.7399756649 0.4788447471
-76.0842673743 0.0587667503 0.7399712062 0.4788103090
-76.0841057981 0.0587672675 0.7399665796 0.4787757268
-76.0839384142 0.0587678033 0.7399617869 0.4787409831
-76.0837652788 0.0587683575 0.7399568295 0.4787060589
-76.0835864485 0.0587689299 0.7399517091 0.4786709340
-76.0834019800 0.0587695204 0.7399464272 0.4786355875
-76.0832119305 0.0587701288 0.7399409856 0.4785999979
-76.0830163572 0.0587707548 0.7399353858 0.4785641416
-76.0828153180 0.0587713984 0.7399296295 0.4785279944
-76.0826088709 0.0587720592 0.7399237183 0.4784915316
-76.0823970745 0.0587727372 0.7399176538 0.4784547264
-76.0821799877 0.0587734322 0.7399114378 0.4784175505
-76.0819576701 0.0587741439 0.7399050720 0.4783799749
-76.0817301815 0.0587748721 0.7398985579 0.4783419688
-76.0814975825 0.0587756168 0.7398918974 0.4783034989
