28	0.48335
49	0.741839
75	0.990877
85	1.07278
89	0.806373
106	1.07079
117	1.13487
120	0.677025
125	0.577344
148	0.715753
158	0.770959
185	1.07117
207	1.35979
216	1.44615
248	1.91639
252	1.63222
268	1.88919
269	1.80701
270	1.68336
275	1.20872
277	0.93921
281	0.874146
330	1.22895
362	1.65549
363	1.52336
386	1.72327
412	2.00817
420	2.07972
444	2.40817
449	2.45956
472	2.83868
557	4.24191
575	4.42915
577	4.37927
605	4.63611
626	4.85662
628	4.67342
634	4.71432
656	4.70564
673	4.95378
678	4.87173
684	4.95424
686	4.71445
736	5.43742
763	5.67559
770	5.75862
776	5.67427
790	5.55197
791	5.02488
810	5.28059
822	5.41162
824	5.19776
828	4.83455
832	4.86702
840	4.65487
851	4.17822
888	4.75691
913	5.17479
925	5.35653
939	5.31304
946	5.39504
968	5.51554
980	5.6229
993	5.75608
998	5.79026
1008	5.94069
1014	5.95699
1059	6.33097
1062	6.23324
1102	6.66014
1145	7.23096
1151	6.72094
1152	6.29289
1174	6.56858
1177	6.5543
1197	6.49765
1207	6.6511
1224	6.85601
1229	6.76019
1243	6.63161
1245	6.27472
1251	5.9172
1253	5.88338
1254	5.76964
1258	5.75148
1278	5.75826
1279	5.35954
1282	5.35064
1290	5.0541
1291	4.89889
1299	4.59809
1303	4.59765
1322	3.41158
1335	3.43135
1338	3.02223
1352	2.73449
1358	2.68948
1387	3.0807
1395	3.15994
1403	3.27619
1429	3.31525
1434	3.29941
1447	3.35178
1466	3.57453
1469	3.5749
1484	3.71565
1488	3.34924
1492	3.41339
1500	3.52783
1536	3.56283
1551	3.81486
1576	4.19074
1598	4.34992
1600	4.28721
1603	4.31873
1617	4.17377
1618	3.33788
1651	3.83923
1652	3.79349
1725	4.92425
1729	4.94056
1740	4.94691
1762	5.30252
1765	5.18766
1768	3.09269
1772	3.10531
1798	3.25966
1802	3.12149
1808	3.03396
1809	2.69403
1811	2.29136
1844	2.71779
1852	2.81715
1859	2.88258
1870	2.80956
1897	3.2321
1905	3.28126
1912	3.14176
1953	3.69283
1954	3.64002
1966	3.56271
1970	3.29586
1988	3.33955
1997	3.46379
2015	3.64956
2020	3.7055
2036	3.95943
2058	4.18273
2063	4.23222
2079	4.2433
2088	4.25989
2103	4.18102
2114	4.34841
2117	4.36487
2119	4.03689
2124	3.83118
2139	3.61551
2152	3.81309
2156	3.31657
2168	3.0743
2177	2.98079
2178	2.93175
2184	2.9012
2185	2.70222
2202	2.75876
2207	2.70405
2208	2.67017
2216	2.51962
2218	2.46995
2227	1.92954
2234	1.62607
2238	1.33601
2257	1.08727
2267	1.20931
2276	1.32439
2294	1.54664
2311	1.7834
2330	1.99663
2363	2.38113
2365	2.24972
2367	2.12821
2384	2.17224
2385	2.12034
2387	1.9924
2426	2.36899
2430	2.33228
2468	2.76817
2479	2.71248
2500	3.02208
2505	2.93088
2553	3.16779
2565	3.33247
2578	3.5228
2590	3.63566
2601	3.57766
2602	3.49488
2606	2.98828
2626	3.3123
2630	3.26527
2637	3.35087
2650	3.55116
2659	3.46314
2661	3.12339
2667	2.79794
2687	2.95704
2696	3.07253
2697	2.81737
2700	2.60585
2713	2.52195
2718	1.94
2720	1.65212
2725	1.5302
2769	1.79379
2786	1.89779
2796	1.9857
2800	1.95198
2838	2.33097
2839	2.20593
2864	2.39351
2865	2.34247
2899	2.61931
2930	3.0047
2940	2.91978
2964	3.30885
2973	3.2929
2977	3.07951
2988	3.24357
2992	2.86835
3001	2.96667
3004	2.81755
3056	3.40831
3058	3.24342
3073	3.16399
3084	3.30551
3104	3.56196
3105	3.51162
3115	3.55316
3119	3.60238
3128	3.57585
3138	3.73722
3142	3.78891
3151	3.44567
3155	3.3179
3158	3.20949
3168	3.14315
3177	2.84767
3228	3.12075
3234	3.05516
3283	3.44782
3302	3.65517
3309	3.53445
3313	3.56591
3334	3.45974
3349	3.64172
3369	3.89787
3394	4.26268
3407	4.39835
3412	4.38565
3413	4.22437
3414	4.04533
3449	4.48495
3469	4.72505
3472	4.69148
3498	4.89203
3512	5.01183
3514	4.91262
3550	5.32725
3583	5.77723
3584	5.44853
3602	5.69215
3618	5.91715
3620	5.90298
3621	5.6415
3648	5.91612
3659	6.07828
3685	6.44277
3696	6.54271
3712	6.7474
3713	6.53322
3762	7.25374
3768	6.9832
3773	7.03116
3783	6.96597
3786	6.70957
3800	6.52585
3807	6.54233
3824	6.27271
3826	6.24155
3853	6.25576
3869	6.25137
3888	6.24656
3902	6.45989
3918	5.91917
3926	6.04701
3932	6.09337
3934	5.59828
3955	5.32076
3982	5.52402
4002	5.69962
4004	5.3201
