4012	5.02919
4020	4.69058
4045	5.0116
4048	5.04483
4063	4.47887
4108	5.1935
4124	5.15052
4134	5.29931
4136	4.94585
4144	5.03473
4160	5.03195
4176	5.23671
4194	5.46793
4208	5.64118
4212	5.67591
4214	5.0824
4234	4.96666
4240	4.93338
4252	4.89942
4259	4.68462
4268	4.66321
4271	4.41695
4275	3.83027
4276	3.73996
4278	3.67826
4299	3.56625
4300	3.45166
4337	4.00214
4345	4.02384
4357	4.15219
4397	4.78155
4398	4.62233
4401	4.44227
4404	4.30682
4438	4.57318
4441	4.53381
4458	4.69698
4470	4.82852
4474	4.55536
4483	4.41986
4487	4.26215
4509	4.0773
4511	4.01219
4522	4.07965
4527	4.07934
4530	3.64838
4542	3.37378
4550	2.84513
4567	3.1013
4588	3.33488
4605	3.42957
4615	3.55493
4638	3.8643
4652	4.04213
4660	4.12579
4675	4.3421
4680	4.26157
4691	4.14703
4699	4.24974
4709	4.39314
4713	4.39279
4718	3.65135
4724	3.71554
4765	4.09489
4782	4.23746
4791	4.37266
4810	4.66957
4831	5.00534
4834	4.82358
4835	4.7372
4844	4.69597
4855	4.60849
4859	4.13573
4883	4.53268
4897	4.72152
4921	5.05702
4932	5.1444
4954	5.41082
4960	5.41295
4966	5.49434
4979	4.60347
4983	4.63718
4992	4.47871
5016	4.13811
5023	4.09123
5037	4.23927
5043	3.99129
5052	3.80035
5060	3.88054
5066	3.6356
5069	3.30197
5072	3.05364
5075	2.97842
5084	2.82629
5117	2.99585
5119	2.91459
5145	3.10787
5148	2.97785
5161	3.03417
5163	2.95158
5169	2.48179
5172	2.24882
5177	2.31379
5201	2.1967
5214	2.31466
5236	2.68628
5247	2.7267
5259	2.92845
5260	2.86607
5266	2.92302
5278	2.5737
5280	2.39043
5299	2.4717
5310	2.55657
5325	2.20843
5329	1.94361
5349	1.80022
5379	2.22398
5397	2.4613
5411	2.61046
5425	2.79856
5449	3.1991
5460	3.09695
5469	3.21155
5473	2.94068
5490	2.88682
5491	2.79234
5519	3.18585
5541	3.3194
5552	3.47169
5567	3.70238
5579	3.86318
5582	3.79585
5590	3.70696
5599	3.82073
5609	3.3476
5625	3.58506
5634	3.7006
5637	3.4488
5645	3.40637
5652	3.21041
5665	2.9779
5686	3.17928
5694	3.30894
5700	3.31804
5709	3.4089
5744	3.93709
5750	3.90853
5771	4.2622
5778	4.33831
5789	4.45946
5824	4.94688
5826	4.83246
5832	4.7438
5835	4.74386
5886	4.82949
5899	4.936
5907	4.95288
5919	4.75319
5928	4.78243
5936	4.56197
5939	4.56188
5946	4.07036
5957	3.8281
5968	3.72909
5975	3.52496
5981	3.19248
5983	3.00311
6006	2.64598
6056	3.37016
6082	3.61342
6114	4.09696
6129	4.27783
6131	4.1624
6137	3.87911
6149	4.06023
6153	3.49495
6171	3.78208
6182	3.9468
6187	3.75541
6218	3.78555
6246	4.1369
6285	4.58893
6297	4.5668
6327	4.97517
6331	4.82912
6335	4.63047
6349	4.85449
6355	4.93907
6379	4.399
6381	4.33346
6383	4.16933
6460	5.35679
6487	5.47764
6519	5.98771
6522	5.74136
6538	5.52682
6540	5.46119
6546	5.40565
6561	5.02015
6590	5.27658
6601	5.28655
6613	5.35169
6617	5.03675
6660	5.30503
6665	5.25897
6683	5.34132
6688	5.37426
6696	5.37044
6701	5.41858
6709	4.99111
6717	4.09785
6768	4.64742
6792	4.9103
6794	4.66369
6820	5.01577
6834	5.16367
6837	4.81761
6862	4.78319
6872	4.96389
6876	5.01266
6895	5.14572
6905	5.15668
6916	5.33369
6919	4.69222
6920	4.57598
6940	4.53202
6944	4.45453
6959	4.66323
6962	4.59711
6969	4.39013
6977	4.48748
6986	3.70033
6996	3.81139
7020	3.28441
7021	3.19005
7036	3.37427
7046	3.20904
7055	3.15615
7063	2.84406
7072	2.96194
7078	3.04585
7085	2.09059
7098	2.28797
7100	2.25525
7106	1.94972
7115	1.42001
7120	1.48624
7126	1.28549
7147	1.32481
7155	1.44645
7187	1.97755
7189	1.87923
7194	1.80448
7219	2.06673
7220	1.9858
7234	2.17039
7235	1.96
7247	2.09433
7248	1.8318
7252	1.57636
7261	1.70551
7264	1.2174
7265	1.11733
7279	1.13325
7289	1.00644
7297	0.789
7303	0.689461
7306	0.560381
7317	0.552817
7321	0.602517
7327	0.439851
