28	0.48335	1.85903846154
49	0.741839	2.85322692308
75	0.990877	3.81106538462
85	1.07278	4.12607692308
89	0.806373	3.10143461538
106	1.07079	4.11842307692
117	1.13487	4.36488461538
120	0.677025	2.60394230769
125	0.577344	2.22055384615
148	0.715753	2.75289615385
158	0.770959	2.96522692308
185	1.07117	4.11988461538
207	1.35979	5.22996153846
216	1.44615	5.56211538462
248	1.91639	7.37073076923
252	1.63222	6.27776923077
268	1.88919	7.26611538462
269	1.80701	6.95003846154
270	1.68336	6.47446153846
275	1.20872	4.64892307692
277	0.93921	3.61234615385
281	0.874146	3.3621
330	1.22895	4.72673076923
362	1.65549	6.36726923077
363	1.52336	5.85907692308
386	1.72327	6.62796153846
412	2.00817	7.72373076923
420	2.07972	7.99892307692
444	2.40817	9.26219230769
449	2.45956	9.45984615385
472	2.83868	10.918
557	4.24191	16.3150384615
575	4.42915	17.0351923077
577	4.37927	16.8433461538
605	4.63611	17.8311923077
626	4.85662	18.6793076923
628	4.67342	17.9746923077
634	4.71432	18.132
656	4.70564	18.0986153846
673	4.95378	19.053
678	4.87173	18.7374230769
684	4.95424	19.0547692308
686	4.71445	18.1325
736	5.43742	20.9131538462
763	5.67559	21.8291923077
770	5.75862	22.1485384615
776	5.67427	21.8241153846
790	5.55197	21.3537307692
791	5.02488	19.3264615385
810	5.28059	20.3099615385
822	5.41162	20.8139230769
824	5.19776	19.9913846154
828	4.83455	18.5944230769
832	4.86702	18.7193076923
840	4.65487	17.9033461538
851	4.17822	16.0700769231
888	4.75691	18.2958076923
913	5.17479	19.9030384615
925	5.35653	20.6020384615
939	5.31304	20.4347692308
946	5.39504	20.7501538462
968	5.51554	21.2136153846
980	5.6229	21.6265384615
993	5.75608	22.1387692308
998	5.79026	22.2702307692
1008	5.94069	22.8488076923
1014	5.95699	22.9115
1059	6.33097	24.3498846154
1062	6.23324	23.974
1102	6.66014	25.6159230769
1145	7.23096	27.8113846154
1151	6.72094	25.8497692308
1152	6.29289	24.2034230769
1174	6.56858	25.2637692308
1177	6.5543	25.2088461538
1197	6.49765	24.9909615385
1207	6.6511	25.5811538462
1224	6.85601	26.3692692308
1229	6.76019	26.0007307692
1243	6.63161	25.5061923077
1245	6.27472	24.1335384615
1251	5.9172	22.7584615385
1253	5.88338	22.6283846154
1254	5.76964	22.1909230769
1258	5.75148	22.1210769231
1278	5.75826	22.1471538462
1279	5.35954	20.6136153846
1282	5.35064	20.5793846154
1290	5.0541	19.4388461538
1291	4.89889	18.8418846154
1299	4.59809	17.6849615385
1303	4.59765	17.6832692308
1322	3.41158	13.1214615385
1335	3.43135	13.1975
1338	3.02223	11.6239615385
1352	2.73449	10.5172692308
1358	2.68948	10.3441538462
1387	3.0807	11.8488461538
1395	3.15994	12.1536153846
1403	3.27619	12.6007307692
1429	3.31525	12.7509615385
1434	3.29941	12.6900384615
1447	3.35178	12.8914615385
1466	3.57453	13.7481923077
1469	3.5749	13.7496153846
1484	3.71565	14.2909615385
1488	3.34924	12.8816923077
1492	3.41339	13.1284230769
1500	3.52783	13.5685769231
1536	3.56283	13.7031923077
1551	3.81486	14.6725384615
1576	4.19074	16.1182307692
1598	4.34992	16.7304615385
1600	4.28721	16.4892692308
1603	4.31873	16.6105
1617	4.17377	16.0529615385
1618	3.33788	12.838
1651	3.83923	14.7662692308
1652	3.79349	14.5903461538
1725	4.92425	18.9394230769
1729	4.94056	19.0021538462
1740	4.94691	19.0265769231
1762	5.30252	20.3943076923
1765	5.18766	19.9525384615
